"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"DSXN","Diana Shipping inc.","21.59","0","n/a","2015","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/dsxn",
"LPG","Dorian LPG Ltd.","10.51","601436452.62","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/lpg",
"DRYS","DryShips Inc.","2.41","64787000.93","n/a","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/drys",
"EGLE","Eagle Bulk Shipping Inc.","0.5081","19453880.7824","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/egle",
"ECHO","Echo Global Logistics, Inc.","25.82","775669257.84","n/a","2009","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/echo",
"ERA","Era Group, Inc.","9.52","195119006.88","n/a","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/era",
"EURN","Euronav NV","10.96","1744930081.04","n/a","2015","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/eurn",
"ESEA","Euroseas Ltd.","2.29","18768290.4","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/esea",
"EXPD","Expeditors International of Washington, Inc.","49.64","9039541890.08","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/expd",
"FDX","FedEx Corporation","167.11","44856294867.82","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/fdx",
"FWRD","Forward Air Corporation","47.12","1439227295.76","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/fwrd",
"FRO","Frontline Ltd.","8.59","1343368882.7","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/fro",
"GNK","Genco Shipping & Trading Limited Warrants Expiring 12/31/2021 ","0.7","51030959","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/gnk",
"GNRT","Gener8 Maritime, Inc.","8.01","662266175.22","n/a","2015","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/gnrt",
"GWR","Genesee & Wyoming, Inc.","64.3","3712839406.4","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/gwr",
"GSL","Global Ship Lease, Inc.","1.88","103301187.2","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/gsl",
"GLBS","Globus Maritime Limited","0.3677","3773726.7943","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/glbs",
"GOL","Gol Linhas Aereas Inteligentes S.A.","7.06","3698325303.66","n/a","2004","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/gol",
"OMAB","Grupo Aeroportuario del Centro Norte S.A.B. de C.V.","44.68","245691924.32","5498924","2006","Transportation","Aerospace","http://www.nasdaq.com/symbol/omab",
"PAC","Grupo Aeroportuario Del Pacifico, S.A. de C.V.","90.03","5050683000","n/a","2006","Transportation","Aerospace","http://www.nasdaq.com/symbol/pac",
"ASR","Grupo Aeroportuario del Sureste, S.A. de C.V.","148.46","4453800000","n/a","n/a","Transportation","Aerospace","http://www.nasdaq.com/symbol/asr",
"GSH","Guangshen Railway Company Limited","22.455","3181216466.7","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/gsh",
"HA","Hawaiian Holdings, Inc.","44.01","2358462980.52","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/ha",
"HTLD","Heartland Express, Inc.","18.04","1502600199.76","n/a","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/htld",
"HUBG","Hub Group, Inc.","39.03","1391458530","n/a","1996","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/hubg",
"JBHT","J.B. Hunt Transport Services, Inc.","85.54","9646708831.76","n/a","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/jbht",
"JBLU","JetBlue Airways Corporation","20.33","6527536395.28","n/a","2002","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/jblu",
"KSU","Kansas City Southern","97.02","10476962482.14","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/ksu",
"KSU^","Kansas City Southern","26.25","0","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/ksu^",
"KNX","Knight Transportation, Inc.","27.78","2240596872.3","n/a","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/knx",
"LSTR","Landstar System, Inc.","67.46","2861621966.02","n/a","1993","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/lstr",
"LFL","LATAM Airlines Group S.A.","6.81","3715180647.39","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/lfl",
"MRTN","Marten Transport, Ltd.","18.98","614762674.5","n/a","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/mrtn",
"NVGS","Navigator Holdings Ltd.","16.17","895227261.39","n/a","2013","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nvgs",
"NNA","Navios Maritime Acquisition Corporation","1.96","293574660.4","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nna",
"NM","Navios Maritime Holdings Inc.","1.47","158947795.44","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nm",
"NMM","Navios Maritime Partners LP","1.82","151205072.2","n/a","2007","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nmm",
"NAO","Nordic American Offshore Ltd","5.28","119119603.68","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nao",
"NSC","Norfolk Souther Corporation","93.05","27518404244.05","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/nsc",
"ODFL","Old Dominion Freight Line, Inc.","69.74","5845509791.66","n/a","1991","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/odfl",
"OSG","Overseas Shipholding Group, Inc.","2.13","793001845.68","n/a","2015","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/osg",
"OSGB","Overseas Shipholding Group, Inc.","2.31","15905082.27","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/osgb",
"PTSI","P.A.M. Transportation Services, Inc.","24.76","176307566.36","n/a","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/ptsi",
"PANL","Pangaea Logistics Solutions Ltd.","2.46","89799439.02","n/a","2013","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/panl",
"PRGN","Paragon Shipping Inc.","0.26","4527.38","n/a","2013","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/prgn",
"PRGNL","Paragon Shipping Inc.","4.32","0","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/prgnl",
"PATI","Patriot Transportation Holding, Inc.","18.08","59172296.32","n/a","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/pati",
"PHII","PHI, Inc.","20.75","323356878","n/a","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/phii",
"PHIIK","PHI, Inc.","21.54","335667814.56","n/a","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/phiik",
"PWX","Providence and Worcester Railroad Company","15.4462","75140943.7856","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/pwx",
"PXS","Pyxis Tankers Inc.","2.15","39226042.65","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/pxs",
"RLGT","Radiant Logistics, Inc.","4.15","202293991","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/rlgt",
"RRTS","Roadrunner Transportation Systems, Inc","12.46","476792727.74","n/a","2010","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/rrts",
"RYAAY","Ryanair Holdings plc","81.34","8907415696.2","109508430","1997","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/ryaay",
"SB","Safe Bulkers, Inc","1.24","103567699.12","n/a","2008","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sb",
"SAIA","Saia, Inc.","29.65","746773142.7","n/a","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/saia",
"SALT","Scorpio Bulkers Inc.","4.06","9697845.92","n/a","2013","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/salt",
"SLTB","Scorpio Bulkers Inc.","17.7199","0","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sltb",
"SBNA","Scorpio Tankers Inc.","22.9999","0","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sbna",
"SBNB","Scorpio Tankers Inc.","25.1","0","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sbnb",
"STNG","Scorpio Tankers Inc.","6.53","1144940162","n/a","2010","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/stng",
"CKH","SEACOR Holdings, Inc.","57.33","984140137.89","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ckh",
"SHIP","Seanergy Maritime Holdings Corp","2.49","1980971.79","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ship",
"SSW","Seaspan Corporation","17.17","1693751665.47","n/a","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ssw",
"SSWN","Seaspan Corporation","25","0","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sswn",
"SFL","Ship Finance International Limited","15","1402020000","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sfl",
"SINO","Sino-Global Shipping America, Ltd.","0.71","6120797.11","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/sino",
"SKYW","SkyWest, Inc.","20.64","1055272466.88","n/a","1986","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/skyw",
"LUV","Southwest Airlines Company","46.18","29466074077.76","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/luv",
"SAVE","Spirit Airlines, Inc.","47.43","3393458795.25","n/a","2011","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/save",
"SBLK","Star Bulk Carriers Corp.","0.98","214723597.76","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblk",
"SBLKL","Star Bulk Carriers Corp.","14.65","0","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblkl",
"GASS","StealthGas, Inc.","4.02","162881057.52","n/a","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/gass",
"STB","Student Transportation Inc","5.01","484816116.84","n/a","n/a","Transportation","Other Transportation","http://www.nasdaq.com/symbol/stb",
"SWFT","Swift Transportation Company","18.34","2505418064.94","n/a","2010","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/swft",
"TK","Teekay Corporation","11.35","825221476.3","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/tk",
"TOPS","TOP Ships Inc.","2.6801","5574605.3199","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/tops",
"TNP","Tsakos Energy Navigation Ltd","6.51","568574624.52","n/a","2002","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/tnp",
"ULTR","Ultrapetrol (Bahamas) Limited","0.1909","26865259.0683","n/a","2006","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ultr",
"UNP","Union Pacific Corporation","88.76","74650205178.08","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/unp",
"UAL","United Continental Holdings, Inc.","49.14","16551493423.92","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/ual",
"UPS","United Parcel Service, Inc.","106.23","93948921367.68","n/a","1999","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/ups",
"UACL","Universal Truckload Services, Inc.","15.23","432667547","n/a","2005","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/uacl",
"USAK","USA Truck, Inc.","18.06","176242717.98","n/a","1992","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/usak",
"USDP","USD Partners LP","9.45","214435449.9","n/a","2014","Transportation","Railroads","http://www.nasdaq.com/symbol/usdp",
"VA","Virgin America Inc.","55.43","2470123708.77","n/a","2014","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/va",
"WERN","Werner Enterprises, Inc.","26.27","1892550459.17","n/a","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/wern",
"YRCW","YRC Worldwide, Inc.","9.38","305898674.62","n/a","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/yrcw",
